year,category,winner,entity
1978,BEST PICTURE,FALSE,Heaven Can Wait
1978,BEST PICTURE,FALSE,Midnight Express
1978,BEST PICTURE,FALSE,An Unmarried Woman
1979,DIRECTING,FALSE,All That Jazz
1979,DIRECTING,FALSE,Apocalypse Now
1979,DIRECTING,FALSE,Breaking Away
1979,DIRECTING,TRUE,Kramer vs. Kramer
1979,DIRECTING,FALSE,La Cage aux Folles
1979,FOREIGN LANGUAGE FILM,FALSE,The Maids of Wilko
1979,FOREIGN LANGUAGE FILM,FALSE,Mama Turns a Hundred
1979,FOREIGN LANGUAGE FILM,FALSE,A Simple Story
1979,FOREIGN LANGUAGE FILM,TRUE,The Tin Drum
1979,FOREIGN LANGUAGE FILM,FALSE,To Forget Venice
1979,BEST PICTURE,FALSE,All That Jazz
1979,BEST PICTURE,FALSE,Apocalypse Now
1979,BEST PICTURE,FALSE,Breaking Away
1979,BEST PICTURE,TRUE,Kramer vs. Kramer
1979,BEST PICTURE,FALSE,Norma Rae
1980,DIRECTING,FALSE,The Elephant Man
1980,DIRECTING,TRUE,Ordinary People
1980,DIRECTING,FALSE,Raging Bull
1980,DIRECTING,FALSE,The Stunt Man
1980,DIRECTING,FALSE,Tess
1980,FOREIGN LANGUAGE FILM,FALSE,Confidence
1980,FOREIGN LANGUAGE FILM,FALSE,Kagemusha (The Shadow Warrior)
1980,FOREIGN LANGUAGE FILM,FALSE,The Last Metro
1980,FOREIGN LANGUAGE FILM,TRUE,Moscow Does Not Believe in Tears
1980,FOREIGN LANGUAGE FILM,FALSE,The Nest
1980,BEST PICTURE,FALSE,Coal Miner's Daughter
1980,BEST PICTURE,FALSE,The Elephant Man
1980,BEST PICTURE,TRUE,Ordinary People
1980,BEST PICTURE,FALSE,Raging Bull
1980,BEST PICTURE,FALSE,Tess
1981,DIRECTING,FALSE,Atlantic City
1981,DIRECTING,FALSE,Chariots of Fire
1981,DIRECTING,FALSE,On Golden Pond
1981,DIRECTING,FALSE,Raiders of the Lost Ark
1981,DIRECTING,TRUE,Reds
1981,FOREIGN LANGUAGE FILM,FALSE,The Boat Is Full
1981,FOREIGN LANGUAGE FILM,FALSE,Man of Iron
1981,FOREIGN LANGUAGE FILM,TRUE,Mephisto
1981,FOREIGN LANGUAGE FILM,FALSE,Muddy River
1981,FOREIGN LANGUAGE FILM,FALSE,Three Brothers
1981,BEST PICTURE,FALSE,Atlantic City
1981,BEST PICTURE,TRUE,Chariots of Fire
1981,BEST PICTURE,FALSE,On Golden Pond
1981,BEST PICTURE,FALSE,Raiders of the Lost Ark
1981,BEST PICTURE,FALSE,Reds
1982,DIRECTING,FALSE,Das Boot
1982,DIRECTING,FALSE,E.T. The Extra-Terrestrial
1982,DIRECTING,TRUE,Gandhi
1982,DIRECTING,FALSE,Tootsie
1982,DIRECTING,FALSE,The Verdict
1982,FOREIGN LANGUAGE FILM,FALSE,Alsino and the Condor
1982,FOREIGN LANGUAGE FILM,FALSE,Coup de Torchon ('Clean Slate')
1982,FOREIGN LANGUAGE FILM,FALSE,The Flight of the Eagle
1982,FOREIGN LANGUAGE FILM,FALSE,Private Life
1982,FOREIGN LANGUAGE FILM,TRUE,Volver a Empezar ('To Begin Again')
1982,BEST PICTURE,FALSE,E.T. The Extra-Terrestrial
1982,BEST PICTURE,TRUE,Gandhi
1982,BEST PICTURE,FALSE,Missing
1982,BEST PICTURE,FALSE,Tootsie
1982,BEST PICTURE,FALSE,The Verdict
1983,DIRECTING,FALSE,The Dresser
1983,DIRECTING,FALSE,Fanny & Alexander
1983,DIRECTING,FALSE,Silkwood
1983,DIRECTING,FALSE,Tender Mercies
1983,DIRECTING,TRUE,Terms of Endearment
1983,FOREIGN LANGUAGE FILM,FALSE,Carmen
1983,FOREIGN LANGUAGE FILM,FALSE,Entre Nous
1983,FOREIGN LANGUAGE FILM,TRUE,Fanny & Alexander
1983,FOREIGN LANGUAGE FILM,FALSE,Job's Revolt
1983,FOREIGN LANGUAGE FILM,FALSE,Le Bal
1983,BEST PICTURE,FALSE,The Big Chill
1983,BEST PICTURE,FALSE,The Dresser
1983,BEST PICTURE,FALSE,The Right Stuff
1983,BEST PICTURE,FALSE,Tender Mercies
1983,BEST PICTURE,TRUE,Terms of Endearment
1984,DIRECTING,TRUE,Amadeus
1984,DIRECTING,FALSE,Broadway Danny Rose
1984,DIRECTING,FALSE,The Killing Fields
1984,DIRECTING,FALSE,A Passage to India
1984,DIRECTING,FALSE,Places in the Heart
1984,FOREIGN LANGUAGE FILM,FALSE,Beyond the Walls
1984,FOREIGN LANGUAGE FILM,FALSE,Camila
1984,FOREIGN LANGUAGE FILM,TRUE,Dangerous Moves
1984,FOREIGN LANGUAGE FILM,FALSE,Double Feature
1984,FOREIGN LANGUAGE FILM,FALSE,Wartime Romance
1984,BEST PICTURE,TRUE,Amadeus
1984,BEST PICTURE,FALSE,The Killing Fields
1984,BEST PICTURE,FALSE,A Passage to India
1984,BEST PICTURE,FALSE,Places in the Heart
1984,BEST PICTURE,FALSE,A Soldier's Story
1985,DIRECTING,FALSE,Kiss of the Spider Woman
1985,DIRECTING,TRUE,Out of Africa
1985,DIRECTING,FALSE,Prizzi's Honor
1985,DIRECTING,FALSE,Ran
1985,DIRECTING,FALSE,Witness
1985,FOREIGN LANGUAGE FILM,FALSE,Angry Harvest
1985,FOREIGN LANGUAGE FILM,FALSE,Colonel Redl
1985,FOREIGN LANGUAGE FILM,TRUE,The Official Story
1985,FOREIGN LANGUAGE FILM,FALSE,Three Men and a Cradle
1985,FOREIGN LANGUAGE FILM,FALSE,When Father Was Away on Business
1985,BEST PICTURE,FALSE,The Color Purple
1985,BEST PICTURE,FALSE,Kiss of the Spider Woman
1985,BEST PICTURE,TRUE,Out of Africa
1985,BEST PICTURE,FALSE,Prizzi's Honor
1985,BEST PICTURE,FALSE,Witness
1986,DIRECTING,FALSE,Blue Velvet
1986,DIRECTING,FALSE,Hannah and Her Sisters
1986,DIRECTING,FALSE,The Mission
1986,DIRECTING,TRUE,Platoon
1986,DIRECTING,FALSE,A Room with a View
1986,FOREIGN LANGUAGE FILM,TRUE,The Assault
1986,FOREIGN LANGUAGE FILM,FALSE,Betty Blue
1986,FOREIGN LANGUAGE FILM,FALSE,The Decline of the American Empire
1986,FOREIGN LANGUAGE FILM,FALSE,My Sweet Little Village
1986,FOREIGN LANGUAGE FILM,FALSE,'38'
1986,BEST PICTURE,FALSE,Children of a Lesser God
1986,BEST PICTURE,FALSE,Hannah and Her Sisters
1986,BEST PICTURE,FALSE,The Mission
1986,BEST PICTURE,TRUE,Platoon
1986,BEST PICTURE,FALSE,A Room with a View
1987,DIRECTING,FALSE,Fatal Attraction
1987,DIRECTING,FALSE,Hope and Glory
1987,DIRECTING,TRUE,The Last Emperor
1987,DIRECTING,FALSE,Moonstruck
1987,DIRECTING,FALSE,My Life as a Dog
1987,FOREIGN LANGUAGE FILM,FALSE,"Au Revoir Les Enfants (Goodbye, Children)"
1987,FOREIGN LANGUAGE FILM,TRUE,Babette's Feast
1987,FOREIGN LANGUAGE FILM,FALSE,Course Completed
1987,FOREIGN LANGUAGE FILM,FALSE,The Family
1987,FOREIGN LANGUAGE FILM,FALSE,Pathfinder
1987,BEST PICTURE,FALSE,Broadcast News
1987,BEST PICTURE,FALSE,Fatal Attraction
1987,BEST PICTURE,FALSE,Hope and Glory
1987,BEST PICTURE,TRUE,The Last Emperor
1987,BEST PICTURE,FALSE,Moonstruck
1988,DIRECTING,FALSE,A Fish Called Wanda
1988,DIRECTING,FALSE,The Last Temptation of Christ
1988,DIRECTING,FALSE,Mississippi Burning
1988,DIRECTING,TRUE,Rain Man
1988,DIRECTING,FALSE,Working Girl
1988,FOREIGN LANGUAGE FILM,FALSE,Hanussen
1988,FOREIGN LANGUAGE FILM,FALSE,The Music Teacher
1988,FOREIGN LANGUAGE FILM,TRUE,Pelle the Conqueror
1988,FOREIGN LANGUAGE FILM,FALSE,Salaam Bombay!
1988,FOREIGN LANGUAGE FILM,FALSE,Women on the Verge of a Nervous Breakdown
1988,BEST PICTURE,FALSE,The Accidental Tourist
1988,BEST PICTURE,FALSE,Dangerous Liaisons
1988,BEST PICTURE,FALSE,Mississippi Burning
1988,BEST PICTURE,TRUE,Rain Man
1988,BEST PICTURE,FALSE,Working Girl
1989,DIRECTING,TRUE,Born on the Fourth of July
1989,DIRECTING,FALSE,Crimes and Misdemeanors
1989,DIRECTING,FALSE,Dead Poets Society
1989,DIRECTING,FALSE,Henry V
1989,DIRECTING,FALSE,My Left Foot
1989,FOREIGN LANGUAGE FILM,FALSE,Camille Claudel
1989,FOREIGN LANGUAGE FILM,TRUE,Cinema Paradiso
1989,FOREIGN LANGUAGE FILM,FALSE,Jesus of Montreal
1989,FOREIGN LANGUAGE FILM,FALSE,Waltzing Regitze
1989,FOREIGN LANGUAGE FILM,FALSE,What Happened to Santiago
1989,BEST PICTURE,FALSE,Born on the Fourth of July
1989,BEST PICTURE,FALSE,Dead Poets Society
1989,BEST PICTURE,TRUE,Driving Miss Daisy
1989,BEST PICTURE,FALSE,Field of Dreams
1989,BEST PICTURE,FALSE,My Left Foot
1990,DIRECTING,TRUE,Dances With Wolves
1990,DIRECTING,FALSE,"The Godfather, Part III"
1990,DIRECTING,FALSE,Good Fellas
1990,DIRECTING,FALSE,The Grifters
1990,DIRECTING,FALSE,Reversal of Fortune
1990,FOREIGN LANGUAGE FILM,FALSE,Cyrano de Bergerac
1990,FOREIGN LANGUAGE FILM,TRUE,Journey of Hope
1990,FOREIGN LANGUAGE FILM,FALSE,Ju Dou
1990,FOREIGN LANGUAGE FILM,FALSE,The Nasty Girl
1990,FOREIGN LANGUAGE FILM,FALSE,Open Doors
1990,BEST PICTURE,FALSE,Awakenings
1990,BEST PICTURE,TRUE,Dances With Wolves
1990,BEST PICTURE,FALSE,Ghost
1990,BEST PICTURE,FALSE,"The Godfather, Part III"
1990,BEST PICTURE,FALSE,Good Fellas
1991,DIRECTING,FALSE,Boyz N the Hood
1991,DIRECTING,FALSE,Bugsy
1991,DIRECTING,FALSE,JFK
1991,DIRECTING,TRUE,The Silence of the Lambs
1991,DIRECTING,FALSE,Thelma & Louise
1991,FOREIGN LANGUAGE FILM,FALSE,Children of Nature
1991,FOREIGN LANGUAGE FILM,FALSE,The Elementary School
1991,FOREIGN LANGUAGE FILM,TRUE,Mediterraneo
1991,FOREIGN LANGUAGE FILM,FALSE,The Ox
1991,FOREIGN LANGUAGE FILM,FALSE,Raise the Red Lantern
1991,BEST PICTURE,FALSE,Beauty and the Beast
1991,BEST PICTURE,FALSE,Bugsy
1991,BEST PICTURE,FALSE,JFK
1991,BEST PICTURE,FALSE,The Prince of Tides
1991,BEST PICTURE,TRUE,The Silence of the Lambs
1992,DIRECTING,FALSE,The Crying Game
1992,DIRECTING,FALSE,Howards End
1992,DIRECTING,FALSE,The Player
1992,DIRECTING,FALSE,Scent of a Woman
1992,DIRECTING,TRUE,Unforgiven
1992,FOREIGN LANGUAGE FILM,FALSE,Close to Eden
1992,FOREIGN LANGUAGE FILM,FALSE,Daens
1992,FOREIGN LANGUAGE FILM,TRUE,Indochine
1992,FOREIGN LANGUAGE FILM,FALSE,A Place in the World
1992,FOREIGN LANGUAGE FILM,FALSE,Schtonk!
1992,BEST PICTURE,FALSE,The Crying Game
1992,BEST PICTURE,FALSE,A Few Good Men
1992,BEST PICTURE,FALSE,Howards End
1992,BEST PICTURE,FALSE,Scent of a Woman
1992,BEST PICTURE,TRUE,Unforgiven
1993,DIRECTING,FALSE,In the Name of the Father
1993,DIRECTING,FALSE,The Piano
1993,DIRECTING,FALSE,The Remains of the Day
1993,DIRECTING,TRUE,Schindler's List
1993,DIRECTING,FALSE,Short Cuts
1993,FOREIGN LANGUAGE FILM,TRUE,Belle Epoque
1993,FOREIGN LANGUAGE FILM,FALSE,Farewell My Concubine
1993,FOREIGN LANGUAGE FILM,FALSE,Hedd Wyn
1993,FOREIGN LANGUAGE FILM,FALSE,The Scent of Green Papaya
1993,FOREIGN LANGUAGE FILM,FALSE,The Wedding Banquet
1993,BEST PICTURE,FALSE,The Fugitive
1993,BEST PICTURE,FALSE,In the Name of the Father
1993,BEST PICTURE,FALSE,The Piano
1993,BEST PICTURE,FALSE,The Remains of the Day
1993,BEST PICTURE,TRUE,Schindler's List
1994,DIRECTING,FALSE,Bullets over Broadway
1994,DIRECTING,TRUE,Forrest Gump
1994,DIRECTING,FALSE,Pulp Fiction
1994,DIRECTING,FALSE,Quiz Show
1994,DIRECTING,FALSE,Red
1994,FOREIGN LANGUAGE FILM,FALSE,Before the Rain
1994,FOREIGN LANGUAGE FILM,TRUE,Burnt by the Sun
1994,FOREIGN LANGUAGE FILM,FALSE,Eat Drink Man Woman
1994,FOREIGN LANGUAGE FILM,FALSE,Farinelli: Il Castrato
1994,FOREIGN LANGUAGE FILM,FALSE,Strawberry and Chocolate
1994,BEST PICTURE,TRUE,Forrest Gump
1994,BEST PICTURE,FALSE,Four Weddings and a Funeral
1994,BEST PICTURE,FALSE,Pulp Fiction
1994,BEST PICTURE,FALSE,Quiz Show
1994,BEST PICTURE,FALSE,The Shawshank Redemption
1995,DIRECTING,FALSE,Babe
1995,DIRECTING,TRUE,Braveheart
1995,DIRECTING,FALSE,Dead Man Walking
1995,DIRECTING,FALSE,Leaving Las Vegas
1995,DIRECTING,FALSE,The Postman (Il Postino)
1995,FOREIGN LANGUAGE FILM,FALSE,All Things Fair
1995,FOREIGN LANGUAGE FILM,TRUE,Antonia's Line
1995,FOREIGN LANGUAGE FILM,FALSE,Dust of Life
1995,FOREIGN LANGUAGE FILM,FALSE,O Quatrilho
1995,FOREIGN LANGUAGE FILM,FALSE,The Star Maker
1995,BEST PICTURE,FALSE,Apollo 13
1995,BEST PICTURE,FALSE,Babe
1995,BEST PICTURE,TRUE,Braveheart
1995,BEST PICTURE,FALSE,The Postman (Il Postino)
1995,BEST PICTURE,FALSE,Sense and Sensibility
1996,DIRECTING,TRUE,The English Patient
1996,DIRECTING,FALSE,Fargo
1996,DIRECTING,FALSE,The People vs. Larry Flynt
1996,DIRECTING,FALSE,Secrets & Lies
1996,DIRECTING,FALSE,Shine
1996,FOREIGN LANGUAGE FILM,FALSE,A Chef in Love
1996,FOREIGN LANGUAGE FILM,TRUE,Kolya
1996,FOREIGN LANGUAGE FILM,FALSE,The Other Side of Sunday
1996,FOREIGN LANGUAGE FILM,FALSE,Prisoner of the Mountains
1996,FOREIGN LANGUAGE FILM,FALSE,Ridicule
1996,BEST PICTURE,TRUE,The English Patient
1996,BEST PICTURE,FALSE,Fargo
1996,BEST PICTURE,FALSE,Jerry Maguire
1996,BEST PICTURE,FALSE,Secrets & Lies
1996,BEST PICTURE,FALSE,Shine
1997,DIRECTING,FALSE,The Full Monty
1997,DIRECTING,FALSE,Good Will Hunting
1997,DIRECTING,FALSE,L.A. Confidential
1997,DIRECTING,FALSE,The Sweet Hereafter
1997,DIRECTING,TRUE,Titanic
1997,FOREIGN LANGUAGE FILM,FALSE,Beyond Silence
1997,FOREIGN LANGUAGE FILM,TRUE,Character
1997,FOREIGN LANGUAGE FILM,FALSE,Four Days in September
1997,FOREIGN LANGUAGE FILM,FALSE,Secrets of the Heart
1997,FOREIGN LANGUAGE FILM,FALSE,The Thief
1997,BEST PICTURE,FALSE,As Good as It Gets
1997,BEST PICTURE,FALSE,The Full Monty
1997,BEST PICTURE,FALSE,Good Will Hunting
1997,BEST PICTURE,FALSE,L.A. Confidential
1997,BEST PICTURE,TRUE,Titanic
1998,DIRECTING,FALSE,Life Is Beautiful
1998,DIRECTING,TRUE,Saving Private Ryan
1998,DIRECTING,FALSE,Shakespeare in Love
1998,DIRECTING,FALSE,The Thin Red Line
1998,DIRECTING,FALSE,The Truman Show
1998,FOREIGN LANGUAGE FILM,FALSE,Central Station
1998,FOREIGN LANGUAGE FILM,FALSE,Children of Heaven
1998,FOREIGN LANGUAGE FILM,FALSE,The Grandfather
1998,FOREIGN LANGUAGE FILM,TRUE,Life Is Beautiful
1998,FOREIGN LANGUAGE FILM,FALSE,Tango
1998,BEST PICTURE,FALSE,Elizabeth
1998,BEST PICTURE,FALSE,Life Is Beautiful
1998,BEST PICTURE,FALSE,Saving Private Ryan
1998,BEST PICTURE,TRUE,Shakespeare in Love
1998,BEST PICTURE,FALSE,The Thin Red Line
1999,DIRECTING,TRUE,American Beauty
1999,DIRECTING,FALSE,Being John Malkovich
1999,DIRECTING,FALSE,The Cider House Rules
1999,DIRECTING,FALSE,The Insider
1999,DIRECTING,FALSE,The Sixth Sense
1999,FOREIGN LANGUAGE FILM,TRUE,All about My Mother
1999,FOREIGN LANGUAGE FILM,FALSE,Caravan
1999,FOREIGN LANGUAGE FILM,FALSE,East-West
1999,FOREIGN LANGUAGE FILM,FALSE,Solomon and Gaenor
1999,FOREIGN LANGUAGE FILM,FALSE,Under the Sun
1999,BEST PICTURE,TRUE,American Beauty
1999,BEST PICTURE,FALSE,The Cider House Rules
1999,BEST PICTURE,FALSE,The Green Mile
1999,BEST PICTURE,FALSE,The Insider
1999,BEST PICTURE,FALSE,The Sixth Sense
2000,DIRECTING,FALSE,Billy Elliot
2000,DIRECTING,FALSE,"Crouching Tiger, Hidden Dragon"
2000,DIRECTING,FALSE,Erin Brockovich
2000,DIRECTING,FALSE,Gladiator
2000,DIRECTING,TRUE,Traffic
2000,FOREIGN LANGUAGE FILM,FALSE,Amores Perros
2000,FOREIGN LANGUAGE FILM,TRUE,"Crouching Tiger, Hidden Dragon"
2000,FOREIGN LANGUAGE FILM,FALSE,Divided We Fall
2000,FOREIGN LANGUAGE FILM,FALSE,Everybody Famous!
2000,FOREIGN LANGUAGE FILM,FALSE,The Taste of Others
2000,BEST PICTURE,FALSE,Chocolat
2000,BEST PICTURE,FALSE,"Crouching Tiger, Hidden Dragon"
2000,BEST PICTURE,FALSE,Erin Brockovich
2000,BEST PICTURE,TRUE,Gladiator
2000,BEST PICTURE,FALSE,Traffic
2001,DIRECTING,TRUE,A Beautiful Mind
2001,DIRECTING,FALSE,Black Hawk Down
2001,DIRECTING,FALSE,Gosford Park
2001,DIRECTING,FALSE,The Lord of the Rings: The Fellowship of the Ring
2001,DIRECTING,FALSE,Mulholland Drive
2001,FOREIGN LANGUAGE FILM,FALSE,Elling
2001,FOREIGN LANGUAGE FILM,FALSE,Lagaan
2001,FOREIGN LANGUAGE FILM,TRUE,No Man's Land
2001,FOREIGN LANGUAGE FILM,FALSE,Son of the Bride
2001,BEST PICTURE,TRUE,A Beautiful Mind
2001,BEST PICTURE,FALSE,Gosford Park
2001,BEST PICTURE,FALSE,In the Bedroom
2001,BEST PICTURE,FALSE,The Lord of the Rings: The Fellowship of the Ring
2001,BEST PICTURE,FALSE,Moulin Rouge
2002,DIRECTING,FALSE,Chicago
2002,DIRECTING,FALSE,Gangs of New York
2002,DIRECTING,FALSE,The Hours
2002,DIRECTING,TRUE,The Pianist
2002,DIRECTING,FALSE,Talk to Her
2002,FOREIGN LANGUAGE FILM,FALSE,El Crimen del Padre Amaro
2002,FOREIGN LANGUAGE FILM,FALSE,Hero
2002,FOREIGN LANGUAGE FILM,FALSE,The Man without a Past
2002,FOREIGN LANGUAGE FILM,TRUE,Nowhere in Africa
2002,FOREIGN LANGUAGE FILM,FALSE,Zus & Zo
2002,BEST PICTURE,TRUE,Chicago
2002,BEST PICTURE,FALSE,Gangs of New York
2002,BEST PICTURE,FALSE,The Hours
2002,BEST PICTURE,FALSE,The Lord of the Rings: The Two Towers
2002,BEST PICTURE,FALSE,The Pianist
2003,DIRECTING,FALSE,City of God
2003,DIRECTING,TRUE,The Lord of the Rings: The Return of the King
2003,DIRECTING,FALSE,Lost in Translation
2003,DIRECTING,FALSE,Master and Commander: The Far Side of the World
2003,DIRECTING,FALSE,Mystic River
2003,FOREIGN LANGUAGE FILM,TRUE,The Barbarian Invasions
2003,FOREIGN LANGUAGE FILM,FALSE,Evil
2003,FOREIGN LANGUAGE FILM,FALSE,The Twilight Samurai
2003,FOREIGN LANGUAGE FILM,FALSE,Twin Sisters
2003,FOREIGN LANGUAGE FILM,FALSE,Zelary
2003,BEST PICTURE,TRUE,The Lord of the Rings: The Return of the King
2003,BEST PICTURE,FALSE,Lost in Translation
2003,BEST PICTURE,FALSE,Master and Commander: The Far Side of the World
2003,BEST PICTURE,FALSE,Mystic River
2003,BEST PICTURE,FALSE,Seabiscuit
2004,DIRECTING,FALSE,The Aviator
2004,DIRECTING,TRUE,Million Dollar Baby
2004,DIRECTING,FALSE,Ray
2004,DIRECTING,FALSE,Sideways
2004,DIRECTING,FALSE,Vera Drake
2004,FOREIGN LANGUAGE FILM,FALSE,As It Is in Heaven
2004,FOREIGN LANGUAGE FILM,FALSE,The Chorus (Les Choristes)
2004,FOREIGN LANGUAGE FILM,FALSE,Downfall
2004,FOREIGN LANGUAGE FILM,TRUE,The Sea Inside
2004,FOREIGN LANGUAGE FILM,FALSE,Yesterday
2004,BEST PICTURE,FALSE,The Aviator
2004,BEST PICTURE,FALSE,Finding Neverland
2004,BEST PICTURE,TRUE,Million Dollar Baby
2004,BEST PICTURE,FALSE,Ray
2004,BEST PICTURE,FALSE,Sideways
2005,DIRECTING,TRUE,Brokeback Mountain
2005,DIRECTING,FALSE,Capote
2005,DIRECTING,FALSE,Crash
2005,DIRECTING,FALSE,"Good Night, and Good Luck."
2005,DIRECTING,FALSE,Munich
2005,FOREIGN LANGUAGE FILM,FALSE,Don't Tell
2005,FOREIGN LANGUAGE FILM,FALSE,Joyeux Noï¿½
2005,FOREIGN LANGUAGE FILM,FALSE,Paradise Now
2005,FOREIGN LANGUAGE FILM,FALSE,Sophie Scholl - The Final Days
2005,FOREIGN LANGUAGE FILM,TRUE,Tsotsi
2005,BEST PICTURE,FALSE,Brokeback Mountain
2005,BEST PICTURE,FALSE,Capote
2005,BEST PICTURE,TRUE,Crash
2005,BEST PICTURE,FALSE,"Good Night, and Good Luck."
2005,BEST PICTURE,FALSE,Munich
2006,DIRECTING,FALSE,Babel
2006,DIRECTING,TRUE,The Departed
2006,DIRECTING,FALSE,Letters from Iwo Jima
2006,DIRECTING,FALSE,The Queen
2006,DIRECTING,FALSE,United 93
2006,FOREIGN LANGUAGE FILM,FALSE,After the Wedding
2006,FOREIGN LANGUAGE FILM,TRUE,The Lives of Others
2006,FOREIGN LANGUAGE FILM,FALSE,Pan's Labyrinth
2006,FOREIGN LANGUAGE FILM,FALSE,Water
2006,BEST PICTURE,FALSE,Babel
2006,BEST PICTURE,TRUE,The Departed
2006,BEST PICTURE,FALSE,Letters from Iwo Jima
2006,BEST PICTURE,FALSE,Little Miss Sunshine
2006,BEST PICTURE,FALSE,The Queen
2007,DIRECTING,FALSE,The Diving Bell and the Butterfly
2007,DIRECTING,FALSE,Juno
2007,DIRECTING,FALSE,Michael Clayton
2007,DIRECTING,TRUE,No Country for Old Men
2007,DIRECTING,FALSE,There Will Be Blood
2007,FOREIGN LANGUAGE FILM,FALSE,Beaufort
2007,FOREIGN LANGUAGE FILM,TRUE,The Counterfeiters
2007,FOREIGN LANGUAGE FILM,FALSE,Katyn
2007,FOREIGN LANGUAGE FILM,FALSE,Mongol
2007,FOREIGN LANGUAGE FILM,FALSE,12
2007,BEST PICTURE,FALSE,Atonement
2007,BEST PICTURE,FALSE,Juno
2007,BEST PICTURE,FALSE,Michael Clayton
2007,BEST PICTURE,TRUE,No Country for Old Men
2007,BEST PICTURE,FALSE,There Will Be Blood
2008,DIRECTING,FALSE,The Curious Case of Benjamin Button
2008,DIRECTING,FALSE,Frost/Nixon
2008,DIRECTING,FALSE,Milk
2008,DIRECTING,FALSE,The Reader
2008,DIRECTING,TRUE,Slumdog Millionaire
2008,FOREIGN LANGUAGE FILM,FALSE,The Baader Meinhof Complex
2008,FOREIGN LANGUAGE FILM,FALSE,The Class
2008,FOREIGN LANGUAGE FILM,TRUE,Departures
2008,FOREIGN LANGUAGE FILM,FALSE,Revanche
2008,FOREIGN LANGUAGE FILM,FALSE,Waltz with Bashir
2008,BEST PICTURE,FALSE,The Curious Case of Benjamin Button
2008,BEST PICTURE,FALSE,Frost/Nixon
2008,BEST PICTURE,FALSE,Milk
2008,BEST PICTURE,FALSE,The Reader
2008,BEST PICTURE,TRUE,Slumdog Millionaire
2009,DIRECTING,FALSE,Avatar
2009,DIRECTING,TRUE,The Hurt Locker
2009,DIRECTING,FALSE,Inglourious Basterds
2009,DIRECTING,FALSE,Precious: Based on the Novel 'Push' by Sapphire
2009,DIRECTING,FALSE,Up in the Air
2009,FOREIGN LANGUAGE FILM,FALSE,Ajami
2009,FOREIGN LANGUAGE FILM,FALSE,The Milk of Sorrow
2009,FOREIGN LANGUAGE FILM,FALSE,A Prophet
2009,FOREIGN LANGUAGE FILM,TRUE,The Secret in Their Eyes
2009,FOREIGN LANGUAGE FILM,FALSE,The White Ribbon
2009,BEST PICTURE,FALSE,Avatar
2009,BEST PICTURE,FALSE,The Blind Side
2009,BEST PICTURE,FALSE,District 9
2009,BEST PICTURE,FALSE,An Education
2009,BEST PICTURE,TRUE,The Hurt Locker
2009,BEST PICTURE,FALSE,Inglourious Basterds
2009,BEST PICTURE,FALSE,Precious: Based on the Novel 'Push' by Sapphire
2009,BEST PICTURE,FALSE,A Serious Man
2009,BEST PICTURE,FALSE,Up
2009,BEST PICTURE,FALSE,Up in the Air
2010,DIRECTING,FALSE,Black Swan
2010,DIRECTING,FALSE,The Fighter
2010,DIRECTING,TRUE,The King's Speech
2010,DIRECTING,FALSE,The Social Network
2010,DIRECTING,FALSE,True Grit
2010,FOREIGN LANGUAGE FILM,FALSE,Biutiful
2010,FOREIGN LANGUAGE FILM,FALSE,Dogtooth
2010,FOREIGN LANGUAGE FILM,TRUE,In a Better World
2010,FOREIGN LANGUAGE FILM,FALSE,Incendies
2010,FOREIGN LANGUAGE FILM,FALSE,Outside the Law (Hors-la-loi)
2010,BEST PICTURE,FALSE,Black Swan
2010,BEST PICTURE,FALSE,The Fighter
2010,BEST PICTURE,FALSE,Inception
2010,BEST PICTURE,FALSE,The Kids Are All Right
2010,BEST PICTURE,TRUE,The King's Speech
2010,BEST PICTURE,FALSE,127 Hours
2010,BEST PICTURE,FALSE,The Social Network
2010,BEST PICTURE,FALSE,Toy Story 3
2010,BEST PICTURE,FALSE,True Grit
2010,BEST PICTURE,FALSE,Winter's Bone
2011,DIRECTING,TRUE,The Artist
2011,DIRECTING,FALSE,The Descendants
2011,DIRECTING,FALSE,Hugo
2011,DIRECTING,FALSE,Midnight in Paris
2011,DIRECTING,FALSE,The Tree of Life
2011,FOREIGN LANGUAGE FILM,FALSE,Bullhead
2011,FOREIGN LANGUAGE FILM,FALSE,Footnote
2011,FOREIGN LANGUAGE FILM,FALSE,In Darkness
2011,FOREIGN LANGUAGE FILM,FALSE,Monsieur Lazhar
2011,FOREIGN LANGUAGE FILM,TRUE,A Separation
2011,BEST PICTURE,TRUE,The Artist
2011,BEST PICTURE,FALSE,The Descendants
2011,BEST PICTURE,FALSE,Extremely Loud & Incredibly Close
2011,BEST PICTURE,FALSE,The Help
2011,BEST PICTURE,FALSE,Hugo
2011,BEST PICTURE,FALSE,Midnight in Paris
2011,BEST PICTURE,FALSE,Moneyball
2011,BEST PICTURE,FALSE,The Tree of Life
2011,BEST PICTURE,FALSE,War Horse
2012,DIRECTING,FALSE,Amour
2012,DIRECTING,FALSE,Beasts of the Southern Wild
2012,DIRECTING,TRUE,Life of Pi
2012,DIRECTING,FALSE,Lincoln
2012,DIRECTING,FALSE,Silver Linings Playbook
2012,FOREIGN LANGUAGE FILM,TRUE,Amour
2012,FOREIGN LANGUAGE FILM,FALSE,Kon-Tiki
2012,FOREIGN LANGUAGE FILM,FALSE,No
